0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,8.319999999999999618e-01,4.139999999999999791e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,4.956000000000000405e+00,2.495999999999999996e+00,0.000000000000000000e+00,4.000000000000000083e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-02,8.394000000000000128e+00,4.171999999999999709e+00,0.000000000000000000e+00,2.199999999999999872e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-02,1.176200000000000045e+01,6.024000000000000021e+00,0.000000000000000000e+00,8.200000000000000344e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.469599999999999973e+01,7.493999999999999773e+00,0.000000000000000000e+00,1.819999999999999951e-01,2.000000000000000042e-03,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e-01,1.756800000000000139e+01,8.960000000000000853e+00,0.000000000000000000e+00,3.160000000000000031e-01,4.000000000000000083e-03,2.000000000000000042e-03,0.000000000000000000e+00,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e-01,2.014799999999999969e+01,1.039199999999999946e+01,0.000000000000000000e+00,5.160000000000000142e-01,1.000000000000000021e-02,8.000000000000000167e-03,0.000000000000000000e+00,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000033e-01,2.252400000000000091e+01,1.184600000000000009e+01,0.000000000000000000e+00,8.139999999999999458e-01,1.000000000000000021e-02,8.000000000000000167e-03,0.000000000000000000e+00,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.799999999999999933e-01,2.479400000000000048e+01,1.290799999999999947e+01,0.000000000000000000e+00,1.086000000000000076e+00,2.199999999999999872e-02,1.200000000000000025e-02,0.000000000000000000e+00,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00
