0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.194895811357626236e+00,6.889150891075038752e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.551628358936221641e+00,1.958056178969336925e+00,0.000000000000000000e+00,6.311893535223800367e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.372649403658790845e+00,2.090553993562472179e+00,0.000000000000000000e+00,1.597372843139634735e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.905042381332116008e+00,2.558793465678697476e+00,0.000000000000000000e+00,2.885758132623037486e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.036778913936209356e+00,2.824528987282658221e+00,0.000000000000000000e+00,4.391765021036530547e-01,4.467661580737735533e-02,4.467661580737735533e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.231947069612284729e+00,3.076751533679637163e+00,0.000000000000000000e+00,5.551071968548056956e-01,6.311893535223800367e-02,4.467661580737735533e-02,0.000000000000000000e+00,4.467661580737735533e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.352711338924279971e+00,3.284864685188721989e+00,0.000000000000000000e+00,7.360326079733152671e-01,9.949874371066198819e-02,8.908422980528032942e-02,0.000000000000000000e+00,4.467661580737735533e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.389239569674911579e+00,3.275100609141648800e+00,0.000000000000000000e+00,9.270404521918124141e-01,9.949874371066198819e-02,8.908422980528032942e-02,0.000000000000000000e+00,4.467661580737735533e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.681406198996194590e+00,3.426300628958293792e+00,0.000000000000000000e+00,1.036631081918731434e+00,1.597372843139634735e-01,1.259206099095775688e-01,0.000000000000000000e+00,4.467661580737735533e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.749736834815166731e+00,3.560042134582117601e+00,0.000000000000000000e+00,1.205671597077744961e+00,2.013852030314044472e-01,1.656019323558756140e-01,0.000000000000000000e+00,4.467661580737735533e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.820931030413109220e+00,3.552720647616415039e+00,0.000000000000000000e+00,1.363200645539753175e+00,2.527924049491993563e-01,1.919479096004955421e-01,0.000000000000000000e+00,7.722693830523129355e-02,4.467661580737735533e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.858893289628822387e+00,3.627853911060918257e+00,4.467661580737735533e-02,1.563457706495445798e+00,2.986034159215195660e-01,2.269361143582042939e-01,0.000000000000000000e+00,9.949874371066198819e-02,4.467661580737735533e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.860095060798707678e+00,3.764292762259598746e+00,6.311893535223800367e-02,1.689519458307598088e+00,3.464736642228381513e-01,2.735251359564601081e-01,0.000000000000000000e+00,1.405133445620023736e-01,6.311893535223800367e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.827243934171962181e+00,3.723049825076210073e+00,7.722693830523130742e-02,1.821668465994841890e+00,4.030086847699438923e-01,2.930870177950569144e-01,0.000000000000000000e+00,1.405133445620023736e-01,6.311893535223800367e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.775133505987031235e+00,3.651986308846187246e+00,1.092520022699813020e-01,1.879867016573246730e+00,4.690586317295525887e-01,3.536947836765478859e-01,0.000000000000000000e+00,2.013852030314044472e-01,4.467661580737735533e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.719230445740067559e+00,3.745125365057890399e+00,1.092520022699813020e-01,1.992080319665851196e+00,5.465674706749387157e-01,3.946593467789658582e-01,0.000000000000000000e+00,2.179449471770336377e-01,4.467661580737735533e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.923908610037354805e+00,3.877421823841197490e+00,1.092520022699813020e-01,2.115236157028335118e+00,6.241922780682247485e-01,4.529856509868717684e-01,0.000000000000000000e+00,2.517459036409530060e-01,6.311893535223800367e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.829244247291701875e+00,3.958446159795532715e+00,1.334316304329674074e-01,2.309046556481700652e+00,6.742670094257912083e-01,4.984937311541640659e-01,0.000000000000000000e+00,2.832948993540123639e-01,9.949874371066198819e-02,0.000000000000000000e+00
